,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type
10284259,True,False,590.0,1.0,84.0,True,False,,,,,,,,,,"
                                    Bon
                                ",3870,Maison
10250954,True,False,2100.0,4.0,,True,,,,,True,1.0,,,2.0,False,"
                                    Excellent état
                                ",1150,Maison
10183455,True,False,630.0,1.0,56.0,,,,,,,,,,,,"
                                    Fraîchement rénové
                                ",4800,Appartement
10266685,True,False,995.0,4.0,232.0,True,False,,True,,,,,,3.0,False,"
                                    Bon
                                ",3670,Maison
10203481,True,False,630.0,2.0,82.0,True,,,,,,,,,4.0,False,"
                                    Excellent état
                                ",7050,Appartement
10179305,True,False,2200.0,3.0,170.0,True,,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",1160,Maison
10275012,True,False,650.0,1.0,54.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",3570,Appartementdeservice
10242903,True,False,3650.0,3.0,195.0,True,False,,,,True,100.0,,,3.0,,"
                                    Excellent état
                                ",1180,Maison
10086744,True,False,650.0,,85.0,True,,,,,,,,,1.0,False,"
                                    Bon
                                ",4020,Appartement
10185612,True,False,690.0,1.0,52.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",3570,Appartementdeservice
10209635,True,False,3700.0,4.0,195.0,True,False,,,,True,50.0,,,3.0,,"
                                    Excellent état
                                ",1180,Maison
10160698,True,False,650.0,2.0,110.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",7340,Appartement
10267190,True,False,770.0,3.0,88.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",3620,Appartement
10292584,True,False,1125.0,3.0,146.0,True,False,,,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",1701,Maison
10254960,True,False,650.0,2.0,80.0,True,True,,,,,,,,2.0,False,"
                                    Excellent état
                                ",7350,Duplex
10301772,True,False,575.0,2.0,54.0,True,False,,,,,,,,,,"
                                    Bon
                                ",7860,Maison
10235572,True,False,795.0,2.0,100.0,True,False,,True,,"[1, 1974, 1, '\n                                    Bon\n                                ', 1, 1, 100, True, '\n                                    Équipée\n                                ', 2, False, 1, 1, False, False, False, True, '\n                                    Sud-ouest\n                                ', True, False, False, False, False, False, False, True, False, False, 162, '\n                                                                    B\n                                                            ', 20210127, False, False, '\n                                Électrique\n                            ', True, False, False, False, 795, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 16]",,,,,False,"
                                    Bon
                                ",3520,Appartement
10202969,True,False,650.0,1.0,46.0,True,True,,True,,,,,,,,"
                                    Excellent état
                                ",8620,Appartement
10281127,True,False,950.0,2.0,90.0,True,,,True,,"[1, 'Zuidzicht II', 2017, 7, '\n                                    Excellent état\n                                ', 1, 'Urbain\n                                                                ', 90, True, '\n                                    Équipée\n                                ', 2, False, 1, 1, False, True, False, True, '\n                                    Sud\n                                ', True, False, True, False, True, False, False, True, True, False, 118, '\n                                                                    B\n                                                            ', 71022, False, False, 64, '\n                                Gaz\n                            ', True, True, False, False, False, False, False, ""\n                                    Zone d'extension d'habitat\n                                "", 950, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 42]",,,,,False,"
                                    Excellent état
                                ",3500,Appartement
10298769,True,False,700.0,1.0,55.0,True,False,,True,,,,,,,,,5022,Rez-de-chaussée
10289182,True,False,675.0,2.0,104.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",4300,Appartement
9953986,True,False,1350.0,2.0,98.0,,False,,True,,,,,,,,,3500,Appartement
10298054,True,False,800.0,2.0,122.0,True,False,,,,,,,,2.0,,,7080,Appartement
10160198,True,False,675.0,2.0,117.0,,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",4360,Appartement
10299386,True,False,1050.0,2.0,112.0,True,False,,True,,True,42.0,,,4.0,,"
                                    Excellent état
                                ",3770,Rez-de-chaussée
10302374,True,False,1500.0,2.0,152.0,True,False,,,,,,,,4.0,,"
                                    Bon
                                ",3200,Maison
10186891,True,False,675.0,2.0,98.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8800,Appartement
10294569,True,False,995.0,2.0,103.0,True,False,,True,,"[1, 'Zuidzicht II', 2015, 4, 6, '\n                                    Excellent état\n                                ', 1, 'Urbain\n                                                                ', 103, True, '\n                                    Équipée\n                                ', 2, False, 1, 1, False, True, False, False, False, True, '\n                                    Sud\n                                ', True, False, True, False, True, False, False, True, True, False, False, False, 71022, False, False, 59, '\n                                Gaz\n                            ', True, True, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 995, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 2022]",,,,,False,"
                                    Excellent état
                                ",3500,Appartement
10301609,True,False,1650.0,3.0,120.0,True,False,,,,True,100.0,,,3.0,False,"
                                    Excellent état
                                ",1970,Maison
10298933,True,False,725.0,2.0,118.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",3960,Duplex
10225889,True,False,680.0,2.0,66.0,True,True,,True,,,,,,,,"
                                    Bon
                                ",8620,Appartement
10301461,True,False,570.0,1.0,65.0,,False,,,,"[2000, 1, 1, '\n                                    Excellent état\n                                ', 'Urbain\n                                                                ', 65, 24, 12, 1, 15, False, 2, 2, False, False, False, True, '\n                                    Sud\n                                ', 15, False, False, False, False, False, False, True, False, False, 343, '\n                                                                    D\n                                                            ', 20110208, False, False, False, False, False, 570, False, 8, 23, '\n                                                    http://www.nobels.be\n                                                ', 3227251]",,,,,False,"
                                    Excellent état
                                ",9700,Appartement
10219204,True,False,690.0,2.0,80.0,True,False,,,,,,,,,,,7500,Appartement
10298915,True,False,890.0,3.0,130.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3670,Appartement
10301188,True,False,960.0,2.0,90.0,True,False,,,,,,,,2.0,,,1400,Appartement
10252798,True,False,530.0,1.0,,,False,,True,,,,,,,,,3800,Appartement
10285054,True,False,700.0,1.0,76.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",4000,Appartement
10303102,True,False,700.0,2.0,85.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",9620,Appartement
9713289,True,False,700.0,1.0,65.0,True,False,,,,,,,,4.0,False,"
                                    Excellent état
                                ",8800,Appartement
10302910,True,False,2690.0,3.0,167.0,True,True,,,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",1180,Duplex
10279556,True,False,650.0,2.0,,,False,,,,,,,,,,,3800,Appartement
10242161,True,False,725.0,1.0,,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",1081,Appartement
10004065,True,False,650.0,2.0,80.0,,False,,,,,,,,,,,3800,Rez-de-chaussée
10264827,True,False,330.0,,6.0,True,False,,,,,,,,2.0,,"
                                    Fraîchement rénové
                                ",6001,Studio
10221514,True,False,725.0,2.0,72.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",4900,Appartement
10253532,True,False,690.0,1.0,80.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",3530,Appartement
10270278,True,False,350.0,1.0,,True,True,,,,,,,,2.0,,"
                                    Bon
                                ",6060,Appartement
10199896,True,False,690.0,2.0,66.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",3620,Appartement
10289214,True,False,735.0,2.0,90.0,True,,,,,,,,,3.0,,"
                                    Fraîchement rénové
                                ",4000,Duplex
9698626,True,False,465.0,4.0,,True,True,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",6001,Logementétudiant
9871307,True,False,700.0,2.0,,,False,,,,,,,,,,,3800,Appartement
10235812,True,False,500.0,2.0,76.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",7700,Appartement
9926204,True,False,750.0,2.0,85.0,True,False,,,,True,300.0,,,2.0,False,"
                                    Fraîchement rénové
                                ",4950,Appartement
10240043,True,False,725.0,2.0,,,False,,,,,,,,,,,3800,Duplex
10008571,True,False,520.0,,50.0,True,False,,,,True,100.0,,,,False,"
                                    Excellent état
                                ",4000,Appartement
10198729,True,False,780.0,2.0,75.0,True,False,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",4000,Appartement
10280095,True,False,800.0,2.0,96.0,True,False,,,,True,52.0,,,2.0,False,"
                                    Excellent état
                                ",3700,Rez-de-chaussée
10270799,True,False,525.0,1.0,50.0,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",4020,Appartement
10233716,True,False,800.0,3.0,128.0,True,False,,True,,,,,,2.0,,,4000,Appartement
10215545,True,False,530.0,1.0,50.0,True,,,,,,,,,,,"
                                    Excellent état
                                ",5332,Appartement
10244263,True,False,1200.0,2.0,115.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",3500,Appartement
10249845,True,False,800.0,2.0,90.0,True,,,,,,,,,,False,"
                                    Bon
                                ",5000,Duplex
10302432,True,False,1100.0,3.0,149.0,True,,,,,"[1, 2021, 149, True, True, '\n                                    Hyper équipée\n                                ', 3, False, 1, 2, False, False, 346, '\n                                        Connecté\n                                    ', True, True, '\n                                    Est\n                                ', False, False, False, False, False, False, True, False, False, 25, '\n                                                                    A\n                                                            ', 71037, False, False, 14, '\n                                Gaz\n                            ', True, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1100, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 18]",,,,,False,,3560,Maison
10208311,True,False,540.0,1.0,60.0,True,False,,,,,,,,2.0,,,4030,Studio
10254766,True,False,800.0,2.0,,True,,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",7070,Appartement
10268334,True,False,550.0,,85.0,True,False,,True,,,,,,3.0,,,6686,Loft
10174399,True,False,1100.0,3.0,145.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",3581,Maison
7832926,True,False,815.0,2.0,120.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",4020,Appartement
10268332,True,False,550.0,,85.0,True,False,,True,,,,,,3.0,,,6686,Studio
10200073,True,False,800.0,2.0,68.0,True,,,,,,,,,2.0,False,,3960,Appartement
10208314,True,False,550.0,2.0,80.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",8580,Appartement
10238261,True,False,820.0,2.0,110.0,True,,,,,True,90.0,,,2.0,False,"
                                    Excellent état
                                ",7850,Appartement
10288183,True,False,825.0,2.0,83.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",3630,Appartement
10214985,True,False,825.0,2.0,105.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",8800,Rez-de-chaussée
10109786,True,False,560.0,2.0,55.0,,,,,,,,,,2.0,,"
                                    Excellent état
                                ",5500,Appartement
10235549,True,False,960.0,3.0,145.0,,,,,,True,24.0,,,,False,"
                                    Excellent état
                                ",3890,Duplex
10275114,True,False,840.0,1.0,67.0,True,,,,,,,,,,,"
                                    Excellent état
                                ",1410,Appartement
10032693,True,False,600.0,1.0,,True,False,,,,,,,,3.0,False,"
                                    Bon
                                ",6061,Appartement
10297302,True,False,900.0,2.0,123.0,,False,,True,,"[1, 2009, 2, 2, 1, 123, True, 2, 1, 2, False, True, False, False, True, '\n                                    Sud-ouest\n                                ', True, True, False, False, False, False, False, True, False, 187, '\n                                                                    B\n                                                            ', 20210609, False, False, True, True, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 900, 100, False, 12, 6, '\n                                                    http://www.nicolejanssen.be\n                                                ', 995]",,,,2.0,False,,3680,Appartement
10232058,True,False,850.0,1.0,50.0,True,True,,,,,,,,4.0,False,"
                                    Bon
                                ",1050,Appartement
10285335,True,False,1000.0,3.0,214.0,True,False,,,,True,470.0,,,4.0,False,"
                                    Bon
                                ",3890,Maison
10208967,True,False,650.0,2.0,86.0,True,,,True,,,,,,,False,"
                                    Excellent état
                                ",9550,Appartement
10303848,True,False,900.0,2.0,140.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",3600,Maison
10247402,True,False,670.0,1.0,65.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",9620,Appartement
10289576,True,False,875.0,1.0,70.0,True,,,,,True,100.0,,,2.0,False,"
                                    Excellent état
                                ",1081,Appartement
10300616,True,False,775.0,2.0,102.0,True,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3500,Appartement
10268703,True,False,685.0,2.0,92.0,True,False,,True,,,,,,,,"
                                    Bon
                                ",8210,Duplex
10268805,True,False,890.0,2.0,100.0,True,False,,,,,,,,2.0,,,1420,Appartement
10268153,True,False,645.0,2.0,80.0,,False,,,,,,,,2.0,,,3740,Appartement
10267517,True,False,690.0,2.0,80.0,,False,,True,,,,,,,,,6001,Appartement
10264951,True,False,900.0,1.0,68.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1180,Appartement
10248110,True,False,675.0,1.0,84.0,True,False,,True,,"[1, 1, 1, '\n                                    Excellent état\n                                ', 84, True, '\n                                    Équipée\n                                ', 1, False, 1, 1, False, False, False, True, '\n                                    Est\n                                ', True, False, False, False, False, False, False, True, False, False, 432, '\n                                                                    E\n                                                            ', 20221004, False, False, '\n                                Électrique\n                            ', True, False, False, 675, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 35]",,,,,False,"
                                    Excellent état
                                ",3740,Appartement
10258879,True,False,695.0,1.0,66.0,,False,,,,,,,,2.0,,,3290,Appartement
10281323,True,False,900.0,2.0,,True,False,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1800,Appartement
10268591,True,False,700.0,1.0,68.0,True,False,,,,,,,,2.0,,,1020,Appartement
10274139,True,False,700.0,2.0,90.0,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",3550,Appartement
10248845,True,False,900.0,2.0,,True,,,,,True,200.0,,,2.0,False,"
                                    Excellent état
                                ",4608,Appartement
10244172,True,False,700.0,2.0,95.0,True,False,,,,,,,,,,"
                                    Bon
                                ",9450,Appartement
10170358,True,False,810.0,2.0,,True,False,,,,,,,,,,"
                                    Bon
                                ",3560,Appartement
10274405,True,False,900.0,2.0,110.0,True,,,,,True,490.0,,,4.0,False,"
                                    Bon
                                ",4690,Rez-de-chaussée
10271375,True,False,700.0,2.0,70.0,True,False,,,,,,,,,False,"
                                    Excellent état
                                ",9620,Appartement
10214377,True,False,850.0,2.0,89.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3660,Appartement
10289635,True,False,950.0,2.0,95.0,True,,,,,,,,,3.0,False,"
                                    Fraîchement rénové
                                ",1030,Appartement
10266154,True,False,720.0,2.0,75.0,True,False,,True,,,,,,,False,,7050,Appartement
10248304,True,False,850.0,2.0,87.0,True,False,,,,,,,,2.0,,"
                                    Excellent état
                                ",3700,Appartement
10206753,True,False,950.0,4.0,200.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",4020,Appartement
10267721,True,False,730.0,2.0,90.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",4000,Appartement
10274188,True,False,900.0,3.0,127.0,,False,,True,,,,,,2.0,,,3540,Appartement
10233578,True,False,730.0,1.0,37.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",8000,Appartement
10251809,True,False,980.0,3.0,130.0,True,,,,,,,,,3.0,False,"
                                    Excellent état
                                ",3630,Appartement
10224388,True,False,950.0,3.0,,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",6600,Appartement
10288535,True,False,730.0,1.0,60.0,True,,,,,,,,,,False,,8400,Appartement
10297360,True,False,800.0,2.0,112.0,True,False,,,,,,,,,,,3500,Appartement
10257517,True,False,975.0,2.0,95.0,True,False,,True,,,,,,2.0,False,"
                                    Excellent état
                                ",1730,Appartement
10274235,True,False,740.0,2.0,90.0,,False,,,,,,,,2.0,False,"
                                    Bon
                                ",8460,Appartement
10299753,True,False,750.0,2.0,120.0,True,,,,,True,50.0,,,4.0,False,,3500,Rez-de-chaussée
10279020,True,False,979.0,2.0,,True,,,,,,,,,,,"
                                    Excellent état
                                ",4700,Appartement
10286613,True,False,750.0,1.0,55.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1030,Appartement
10299721,True,False,950.0,2.0,98.0,,,,,,"[2021, 2, 2, 2, 98, 2, False, 1, 1, False, True, False, True, '\n                                    Sud\n                                ', 54, False, True, False, False, False, False, False, False, False, 66, '\n                                                                    A\n                                                            ', False, False, False, False, 32, False, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 950, False, 13, 128, '\n                                                    http://www.rovavastgoed.be\n                                                ', 48]",,,,,False,,3740,Appartement
10278916,True,False,979.0,2.0,,True,,,,,,,,,,,"
                                    Excellent état
                                ",4700,Appartement
10284780,True,False,750.0,3.0,120.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",6000,Appartement
10275537,True,False,980.0,1.0,50.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1150,Appartement
10127137,True,False,750.0,2.0,,False,,,True,,,,,,,,"
                                    Excellent état
                                ",7160,Appartement
9756362,True,False,920.0,1.0,48.0,True,False,,True,,,,,,,,,3840,Appartementdeservice
10200035,True,False,1000.0,2.0,90.0,True,False,,,,,,,,2.0,False,"
                                    Bon
                                ",1030,Appartement
10288187,True,False,750.0,2.0,113.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",9031,Duplex
10282200,True,False,1210.0,2.0,100.0,True,False,,True,,"[1, 2022, 1, 3, 1, 'Urbain\n                                                                ', 100, '\n                                    Équipée\n                                ', 2, 12, 12, False, 1, 1, False, False, False, True, '\n                                    Sud-ouest\n                                ', True, False, True, False, True, False, False, False, True, False, False, False, False, False, False, True, 28, '\n                                Gaz\n                            ', True, True, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 1210, False, 19, 16, 102]",,,,,False,,3980,Appartement
10275987,True,False,1050.0,2.0,75.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1030,Appartement
10283557,True,False,775.0,2.0,113.0,,,,,,,,,,2.0,,"
                                    Bon
                                ",7500,Duplex
9756363,True,False,1586.0,2.0,99.0,True,False,,True,,,,,,,,,3840,Appartementdeservice
10284086,True,False,1075.0,2.0,101.0,True,,,,,True,160.0,,,3.0,False,"
                                    Excellent état
                                ",6720,Appartement
10201006,True,False,775.0,3.0,102.0,True,False,,True,,,,,,,,"
                                    Excellent état
                                ",9950,Appartement
10279801,True,False,750.0,1.0,64.0,True,False,,,,"[1, 2010, '\n                                    Excellent état\n                                ', 1, 64, True, '\n                                    Équipée\n                                ', 1, False, 1, 1, False, False, False, 64, False, True, True, '\n                                    Nord\n                                ', 32, False, False, False, False, False, False, True, False, False, 293, '\n                                                                    C\n                                                            ', 20220102, False, False, '\n                                Gaz\n                            ', True, True, False, False, True, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 750, False, 10, 21, 5]",,,,,False,"
                                    Excellent état
                                ",3500,Maison
10265626,True,False,1100.0,3.0,100.0,True,,,,,,,,,2.0,False,"
                                    Bon
                                ",1020,Appartement
10259319,True,False,780.0,1.0,56.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",1000,Appartement
10252060,True,False,950.0,3.0,135.0,True,False,,True,,,,,,3.0,,"
                                    Excellent état
                                ",3790,Maison
10278859,True,False,1100.0,3.0,,True,,,,,,,,,,False,"
                                    Bon
                                ",1340,Appartement
10201023,True,False,1090.0,4.0,167.0,True,False,,True,,"[1, 1939, '\n                                    Bon\n                                ', 167, True, '\n                                    Équipée\n                                ', 4, False, 2, 2, False, False, False, 120, '\n                                        Connecté\n                                    ', True, True, '\n                                    Sud\n                                ', True, 461, '\n                                                                    E\n                                                            ', 20151210, False, False, False, '\n                                Gaz\n                            ', True, False, False, False, False, False, 1090, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 21, 61]",,,,,,"
                                    Bon
                                ",3500,Maison
10191353,True,False,785.0,2.0,81.0,True,,,,,,,,,2.0,,"
                                    Excellent état
                                ",9160,Appartement
10207602,True,False,1100.0,2.0,115.0,True,True,,,,,,,,4.0,,"
                                    Bon
                                ",9000,Appartement
10228810,True,False,790.0,1.0,60.0,,False,,,,,,,,2.0,,,1070,Appartement
10297304,True,False,790.0,2.0,83.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",3900,Appartement
10270234,True,False,795.0,2.0,135.0,True,False,,,,,,,,2.0,,"
                                    Bon
                                ",4500,Penthouse
10295252,True,False,750.0,3.0,156.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",3910,Duplex
10089246,True,False,1150.0,1.0,41.0,True,True,,,,,,,,,,"
                                    Excellent état
                                ",1000,Studio
10182835,True,False,795.0,2.0,80.0,True,,,True,,,,,,2.0,,"
                                    Excellent état
                                ",9230,Appartement
10184646,True,False,500.0,,45.0,,False,,,,,,,,2.0,,"
                                    Bon
                                ",3500,Studio
10262281,True,False,1160.0,3.0,150.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1380,Triplex
10241777,True,False,795.0,2.0,83.0,True,,,True,,,,,,2.0,,"
                                    Bon
                                ",9255,Appartement
10269203,True,False,530.0,1.0,,True,False,,,,,,,,,,,3800,Appartement
10268574,True,False,1160.0,3.0,130.0,True,,,,,,,,,,,,4731,Penthouse
10261692,True,False,800.0,2.0,85.0,True,False,,,,,,,,3.0,,"
                                    Excellent état
                                ",1790,Duplex
10256788,True,False,750.0,1.0,65.0,True,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",3800,Appartement
10288221,True,False,1200.0,1.0,95.0,True,True,,,,"[1, 1900, 2, 4, '\n                                    Excellent état\n                                ', 2, 95, 30, '\n                                    Équipée\n                                ', 1, 1, 1, 2, True, True, '\n                                    Ouest\n                                ', True, False, False, False, False, False, False, '\n                                Gaz\n                            ', False, 1200, 205, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 68, '\n                                                    http://www.brusselsrealestate.eu\n                                                ', 5804]",,,,2.0,,"
                                    Excellent état
                                ",1050,Appartement
10236714,True,False,800.0,2.0,85.0,True,False,,,,,,,,2.0,,,5000,Appartement
10248305,True,False,825.0,2.0,87.0,True,False,,,,,,,,,,"
                                    Excellent état
                                ",3700,Appartement
10276597,True,False,1200.0,3.0,167.0,True,False,,True,,,,,,,,,8430,Appartement
10233410,True,False,800.0,2.0,103.0,,False,,,,,,,,,,"
                                    Excellent état
                                ",6183,Appartement
10279879,True,False,865.0,2.0,86.0,,False,,,,"[1, 'Residentie Park Belisia', 2019, 2, 3, 1, 86, 2, False, 1, 1, False, False, False, True, '\n                                    Sud-ouest\n                                ', 18, False, True, False, True, False, False, False, True, False, 45, '\n                                                                    A\n                                                            ', False, False, False, False, False, False, False, ""\n                                    Zone d'habitat (résidentiel, urbain ou rural)\n                                "", 865, False, '           Assurez ce bien Assurez ce bien contre les incendies avec Immoweb Protect \n        Voir mon devis\n    ', 128, '\n                                                    http://www.rovavastgoed.be\n                                                ', 33]",,,,,False,,3740,Appartement
10273663,True,False,1230.0,2.0,88.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",1200,Appartement
10236217,True,False,800.0,2.0,110.0,True,False,,True,,,,,,,,"
                                    Bon
                                ",7100,Appartement
10296345,True,False,800.0,2.0,100.0,True,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3500,Appartement
10218775,True,False,1280.0,2.0,120.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",1050,Appartement
10260702,True,False,810.0,2.0,87.0,True,,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",3300,Appartement
10089259,True,False,1300.0,1.0,59.0,True,True,,,,,,,,2.0,,"
                                    Excellent état
                                ",1000,Appartement
10223041,True,False,815.0,1.0,60.0,True,False,,,,,,,,3.0,False,"
                                    Bon
                                ",1310,Appartement
10129776,True,False,795.0,2.0,,,False,,True,,,,,,2.0,,,3580,Appartement
10302681,True,False,1300.0,2.0,100.0,True,,,,,True,1.0,,,2.0,False,,1180,Appartement
10263289,True,False,840.0,2.0,75.0,,False,,True,,,,,,,,,9040,Appartement
10266598,True,False,800.0,2.0,85.0,True,,,,,,,,,,False,"
                                    Bon
                                ",3545,Appartement
10251885,True,False,1400.0,3.0,100.0,True,True,,,,,,,,2.0,False,,1030,Duplex
10127272,True,False,850.0,2.0,78.0,,False,,,,,,,,,,,1082,Appartement
10237169,True,False,850.0,2.0,,,False,,True,,,,,,2.0,False,"
                                    Bon
                                ",3530,Appartement
10249039,True,False,1400.0,2.0,94.0,True,,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1180,Appartement
10165933,True,False,999.0,3.0,181.0,,False,,True,,,,,,2.0,,"
                                    Bon
                                ",3500,Appartement
10232338,True,False,1520.0,3.0,180.0,,False,,,,,,,,,,"
                                    Fraîchement rénové
                                ",7500,Appartement
10157639,True,False,850.0,2.0,108.0,True,False,,True,,True,40.0,,,2.0,,"
                                    Bon
                                ",7740,Appartement
10165987,True,False,1400.0,2.0,165.0,,False,,True,,,,,,2.0,False,,3640,Duplex
10046053,True,False,1611.0,1.0,85.0,,False,,,,,,,,,,,9120,Appartement
10208313,True,False,850.0,3.0,,True,False,,,,,,,,3.0,,"
                                    Bon
                                ",9200,Duplex
10286000,True,False,870.0,3.0,,,False,,True,,,,,,4.0,,"
                                    Bon
                                ",3920,Maison
10104686,True,False,860.0,2.0,80.0,True,False,,,,,,,,3.0,,,5100,Appartement
10269931,True,False,1650.0,3.0,94.0,True,,,,,,,,,2.0,,"
                                    Excellent état
                                ",1030,Duplex
10268992,True,False,875.0,2.0,90.0,True,False,,,,,,,,2.0,,,8000,Appartement
10217201,True,False,1150.0,2.0,159.0,True,False,,True,,True,97.0,,,3.0,False,,3740,Maison
10248887,True,False,1680.0,3.0,,True,,,,,,,,,4.0,False,"
                                    Excellent état
                                ",4608,Penthouse
10274719,True,False,1200.0,3.0,157.0,True,,,True,,,,,,3.0,,"
                                    Excellent état
                                ",3550,Maison
10175389,True,False,875.0,2.0,91.0,True,,,,,True,158.0,,,2.0,False,"
                                    Excellent état
                                ",9270,Rez-de-chaussée
10303140,True,False,650.0,1.0,71.0,,False,,,,True,585.0,,,,,,3870,Appartement
10253715,True,False,875.0,3.0,134.0,,False,,True,,,,,,,,,9800,Appartement
9752204,True,False,3800.0,3.0,200.0,,True,,,,,,,,4.0,,"
                                    Fraîchement rénové
                                ",1050,Penthouse
10303139,True,False,750.0,2.0,95.0,,False,,,,True,585.0,,,,False,,3870,Appartement
9752203,True,False,3800.0,3.0,200.0,,True,,,,,,,,4.0,,"
                                    Fraîchement rénové
                                ",1050,Studio
10243911,True,False,890.0,3.0,108.0,True,False,,,,True,40.0,,,3.0,,"
                                    Excellent état
                                ",9340,Rez-de-chaussée
10303141,True,False,850.0,2.0,105.0,,False,,,,True,585.0,,,,,,3870,Appartement
10251588,True,False,4250.0,5.0,165.0,True,True,,,,,,,,2.0,False,"
                                    Fraîchement rénové
                                ",1060,Appartement
10232105,True,False,895.0,1.0,55.0,,False,,,,,,,,2.0,False,"
                                    Excellent état
                                ",1000,Appartement
10290001,True,False,850.0,1.0,61.0,True,,,,,,,,,,False,"
                                    Excellent état
                                ",3500,Appartement
10240236,True,False,785.0,2.0,100.0,True,,,,,True,400.0,,,3.0,,"
                                    Fraîchement rénové
                                ",6150,Maison
9977527,True,False,895.0,1.0,67.0,True,,,True,,,,,,1.0,,"
                                    Excellent état
                                ",1070,Studio
